year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,PRT,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,PRT,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,PRT,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,PRT,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,PRT,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,PRT,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,PRT,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,PRT,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,PRY,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,PRY,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,PRY,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,PRY,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,ROU,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ROU,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,ROU,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,ROU,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ROU,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,ROU,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ROU,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,ROU,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,ROU,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,RUS,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,RUS,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,RUS,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,RUS,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,RUS,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,RUS,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,RUS,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,RUS,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,RUS,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,RWA,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,RWA,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,RWA,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,RWA,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,RWA,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,RWA,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,SDN,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,SDN,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,SDN,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,SDN,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,SEN,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,SEN,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,SEN,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,SEN,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,SEN,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,SEN,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,SEN,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,SEN,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,SEN,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,SGP,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,SGP,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,SGP,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,SGP,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,SGP,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,SGP,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,SGP,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,SGP,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,SGP,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,SLE,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,SLE,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,SLE,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,SLE,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,SLE,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,SLE,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,SLE,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,SLE,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,SLE,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,SLV,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,SLV,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,SLV,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,SLV,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,SLV,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,SLV,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,SLV,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,SLV,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,SLV,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,SRB,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,SRB,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,SRB,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,SRB,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,SRB,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,SRB,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,SRB,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,SRB,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,SRB,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,SUR,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,SUR,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,SUR,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,SUR,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,SUR,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,SUR,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,SUR,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,SUR,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,SVK,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,SVK,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,SVK,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,SVK,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,SVN,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,SVN,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,SVN,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,SVN,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,SVN,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,SVN,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,SVN,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,SVN,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,SVN,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,SWE,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,SWE,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,SWE,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,SWE,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,SWE,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,SWE,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,SWE,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,SWE,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,SWE,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,TGO,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,TGO,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,TGO,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,TGO,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,TGO,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,TGO,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,THA,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,THA,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,THA,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,THA,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,THA,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,THA,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,THA,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,THA,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,THA,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,TTO,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,TTO,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,TTO,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,TTO,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,TTO,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,TTO,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,TTO,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,TTO,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,TUN,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,TUN,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,TUN,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,TUN,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,TUN,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,TUN,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,TUN,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,TUN,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,TUN,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,TUR,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,TUR,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,TUR,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,TUR,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,TUR,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,TUR,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,TUR,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,TUR,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,TUR,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,TZA,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,TZA,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,TZA,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,TZA,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,TZA,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,TZA,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,TZA,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,TZA,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,TZA,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,UGA,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,UGA,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,UGA,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,UGA,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,UGA,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,UGA,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,UGA,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,UGA,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,UGA,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,UKR,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,UKR,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,UKR,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,UKR,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,UKR,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,UKR,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,UKR,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,UKR,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,UKR,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,URY,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,URY,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,URY,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,URY,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,URY,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,URY,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,URY,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,URY,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,URY,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,USA,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,USA,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,USA,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,USA,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,USA,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,USA,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,USA,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,USA,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,USA,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,UZB,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,UZB,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,UZB,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,UZB,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,UZB,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,UZB,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,UZB,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,UZB,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,UZB,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,VCT,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,VCT,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,VCT,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,VCT,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,VCT,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,VCT,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,VCT,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,VCT,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,VEN,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,VEN,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,VEN,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,VEN,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,VEN,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,VEN,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,VEN,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,VEN,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,VEN,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,VNM,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,VNM,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,VNM,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,VNM,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,VNM,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,VNM,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,VNM,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,VNM,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,VNM,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,XKX,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,XKX,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,XKX,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,XKX,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,XKX,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,ZAF,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ZAF,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,ZAF,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,ZAF,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ZAF,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,ZAF,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ZAF,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,ZAF,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,ZAF,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,ZMB,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ZMB,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,ZMB,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,ZMB,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ZMB,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,ZMB,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ZMB,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,ZMB,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,ZMB,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,ZWE,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ZWE,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,ZWE,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,ZWE,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ZWE,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,ZWE,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ZWE,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,ZWE,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,ZWE,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
