year,geo,disagg_type,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2011,STP,All,Total,11.5,,,,
2012,STP,All,Total,11.8,,,,
2013,STP,All,Total,12.2,,,,
2014,STP,All,Total,12.5,,,,
2015,STP,All,Total,12.9,,,,
2016,STP,All,Total,13.3,,,,
2017,STP,All,Total,13.8,,,,
2018,STP,All,Total,14.3,,,,
2019,STP,All,Total,14.8,,,,
2020,STP,All,Total,15.3,,,,
2021,STP,All,Total,15.9,,,,
2022,STP,All,Total,16.5,,,,
2000,SUR,Sex,Female,22.1,,,,
2001,SUR,Sex,Female,22.8,,,,
2002,SUR,Sex,Female,23.6,,,,
2003,SUR,Sex,Female,24.4,,,,
2004,SUR,Sex,Female,25.1,,,,
2005,SUR,Sex,Female,25.8,,,,
2006,SUR,Sex,Female,26.6,,,,
2007,SUR,Sex,Female,27.3,,,,
2008,SUR,Sex,Female,28,,,,
2009,SUR,Sex,Female,28.8,,,,
2010,SUR,Sex,Female,29.5,,,,
2011,SUR,Sex,Female,30.3,,,,
2012,SUR,Sex,Female,31,,,,
2013,SUR,Sex,Female,31.7,,,,
2014,SUR,Sex,Female,32.5,,,,
2015,SUR,Sex,Female,33.2,,,,
2016,SUR,Sex,Female,34,,,,
2017,SUR,Sex,Female,34.7,,,,
2018,SUR,Sex,Female,35.5,,,,
2019,SUR,Sex,Female,36.2,,,,
2020,SUR,Sex,Female,37,,,,
2021,SUR,Sex,Female,37.8,,,,
2022,SUR,Sex,Female,38.5,,,,
2000,SUR,Sex,Male,9,,,,
2001,SUR,Sex,Male,9.5,,,,
2002,SUR,Sex,Male,10,,,,
2003,SUR,Sex,Male,10.4,,,,
2004,SUR,Sex,Male,10.9,,,,
2005,SUR,Sex,Male,11.4,,,,
2006,SUR,Sex,Male,11.8,,,,
2007,SUR,Sex,Male,12.3,,,,
2008,SUR,Sex,Male,12.7,,,,
2009,SUR,Sex,Male,13.1,,,,
2010,SUR,Sex,Male,13.5,,,,
2011,SUR,Sex,Male,13.9,,,,
2012,SUR,Sex,Male,14.3,,,,
2013,SUR,Sex,Male,14.7,,,,
2014,SUR,Sex,Male,15.1,,,,
2015,SUR,Sex,Male,15.6,,,,
2016,SUR,Sex,Male,16,,,,
2017,SUR,Sex,Male,16.5,,,,
2018,SUR,Sex,Male,17,,,,
2019,SUR,Sex,Male,17.5,,,,
2020,SUR,Sex,Male,18,,,,
2021,SUR,Sex,Male,18.5,,,,
2022,SUR,Sex,Male,19.1,,,,
2000,SUR,All,Total,15.7,,,,
2001,SUR,All,Total,16.3,,,,
2002,SUR,All,Total,16.9,,,,
2003,SUR,All,Total,17.5,,,,
2004,SUR,All,Total,18.1,,,,
2005,SUR,All,Total,18.7,,,,
2006,SUR,All,Total,19.3,,,,
2007,SUR,All,Total,19.9,,,,
2008,SUR,All,Total,20.5,,,,
2009,SUR,All,Total,21.1,,,,
2010,SUR,All,Total,21.6,,,,
2011,SUR,All,Total,22.2,,,,
2012,SUR,All,Total,22.8,,,,
2013,SUR,All,Total,23.4,,,,
2014,SUR,All,Total,24,,,,
2015,SUR,All,Total,24.6,,,,
2016,SUR,All,Total,25.2,,,,
2017,SUR,All,Total,25.8,,,,
2018,SUR,All,Total,26.4,,,,
2019,SUR,All,Total,27,,,,
2020,SUR,All,Total,27.7,,,,
2021,SUR,All,Total,28.3,,,,
2022,SUR,All,Total,29,,,,
2000,SVK,Sex,Female,15,,,,
2001,SVK,Sex,Female,15.3,,,,
2002,SVK,Sex,Female,15.5,,,,
2003,SVK,Sex,Female,15.8,,,,
2004,SVK,Sex,Female,16.1,,,,
2005,SVK,Sex,Female,16.4,,,,
2006,SVK,Sex,Female,16.7,,,,
2007,SVK,Sex,Female,17.1,,,,
2008,SVK,Sex,Female,17.4,,,,
2009,SVK,Sex,Female,17.8,,,,
2010,SVK,Sex,Female,18.2,,,,
2011,SVK,Sex,Female,18.6,,,,
2012,SVK,Sex,Female,19,,,,
2013,SVK,Sex,Female,19.4,,,,
2014,SVK,Sex,Female,19.8,,,,
2015,SVK,Sex,Female,20.2,,,,
2016,SVK,Sex,Female,20.6,,,,
2017,SVK,Sex,Female,21,,,,
2018,SVK,Sex,Female,21.4,,,,
2019,SVK,Sex,Female,21.8,,,,
2020,SVK,Sex,Female,22.2,,,,
2021,SVK,Sex,Female,22.6,,,,
2022,SVK,Sex,Female,23.1,,,,
2000,SVK,Sex,Male,15.2,,,,
2001,SVK,Sex,Male,15.7,,,,
2002,SVK,Sex,Male,16.3,,,,
2003,SVK,Sex,Male,16.8,,,,
2004,SVK,Sex,Male,17.4,,,,
2005,SVK,Sex,Male,18,,,,
2006,SVK,Sex,Male,18.6,,,,
2007,SVK,Sex,Male,19.2,,,,
2008,SVK,Sex,Male,19.8,,,,
2009,SVK,Sex,Male,20.4,,,,
2010,SVK,Sex,Male,21.1,,,,
2011,SVK,Sex,Male,21.7,,,,
2012,SVK,Sex,Male,22.4,,,,
2013,SVK,Sex,Male,23,,,,
2014,SVK,Sex,Male,23.7,,,,
2015,SVK,Sex,Male,24.5,,,,
2016,SVK,Sex,Male,25.3,,,,
2017,SVK,Sex,Male,26.1,,,,
2018,SVK,Sex,Male,26.9,,,,
2019,SVK,Sex,Male,27.7,,,,
2020,SVK,Sex,Male,28.6,,,,
2021,SVK,Sex,Male,29.5,,,,
2022,SVK,Sex,Male,30.4,,,,
2000,SVK,All,Total,15.3,,,,
2001,SVK,All,Total,15.6,,,,
2002,SVK,All,Total,16,,,,
2003,SVK,All,Total,16.4,,,,
2004,SVK,All,Total,16.9,,,,
2005,SVK,All,Total,17.3,,,,
2006,SVK,All,Total,17.8,,,,
2007,SVK,All,Total,18.2,,,,
2008,SVK,All,Total,18.7,,,,
2009,SVK,All,Total,19.2,,,,
2010,SVK,All,Total,19.7,,,,
2011,SVK,All,Total,20.2,,,,
2012,SVK,All,Total,20.8,,,,
2013,SVK,All,Total,21.3,,,,
2014,SVK,All,Total,21.9,,,,
2015,SVK,All,Total,22.4,,,,
2016,SVK,All,Total,23,,,,
2017,SVK,All,Total,23.6,,,,
2018,SVK,All,Total,24.2,,,,
2019,SVK,All,Total,24.9,,,,
2020,SVK,All,Total,25.5,,,,
2021,SVK,All,Total,26.2,,,,
2022,SVK,All,Total,26.8,,,,
2000,SVN,Sex,Female,13.3,,,,
2001,SVN,Sex,Female,13.4,,,,
2002,SVN,Sex,Female,13.5,,,,
2003,SVN,Sex,Female,13.6,,,,
2004,SVN,Sex,Female,13.6,,,,
2005,SVN,Sex,Female,13.7,,,,
2006,SVN,Sex,Female,13.7,,,,
2007,SVN,Sex,Female,13.7,,,,
2008,SVN,Sex,Female,13.7,,,,
2009,SVN,Sex,Female,13.7,,,,
2010,SVN,Sex,Female,13.8,,,,
2011,SVN,Sex,Female,13.8,,,,
2012,SVN,Sex,Female,13.8,,,,
2013,SVN,Sex,Female,13.7,,,,
2014,SVN,Sex,Female,13.7,,,,
2015,SVN,Sex,Female,13.7,,,,
2016,SVN,Sex,Female,13.7,,,,
2017,SVN,Sex,Female,13.7,,,,
2018,SVN,Sex,Female,13.7,,,,
2019,SVN,Sex,Female,13.7,,,,
2020,SVN,Sex,Female,13.7,,,,
2021,SVN,Sex,Female,13.7,,,,
2022,SVN,Sex,Female,13.7,,,,
2000,SVN,Sex,Male,14.7,,,,
2001,SVN,Sex,Male,15.2,,,,
2002,SVN,Sex,Male,15.6,,,,
2003,SVN,Sex,Male,15.9,,,,
2004,SVN,Sex,Male,16.3,,,,
2005,SVN,Sex,Male,16.6,,,,
2006,SVN,Sex,Male,16.9,,,,
2007,SVN,Sex,Male,17.2,,,,
2008,SVN,Sex,Male,17.5,,,,
2009,SVN,Sex,Male,17.8,,,,
2010,SVN,Sex,Male,18,,,,
2011,SVN,Sex,Male,18.3,,,,
2012,SVN,Sex,Male,18.6,,,,
2013,SVN,Sex,Male,18.9,,,,
2014,SVN,Sex,Male,19.3,,,,
2015,SVN,Sex,Male,19.7,,,,
2016,SVN,Sex,Male,20.2,,,,
2017,SVN,Sex,Male,20.8,,,,
2018,SVN,Sex,Male,21.4,,,,
2019,SVN,Sex,Male,22.1,,,,
2020,SVN,Sex,Male,22.9,,,,
2021,SVN,Sex,Male,23.8,,,,
2022,SVN,Sex,Male,24.7,,,,
2000,SVN,All,Total,14.1,,,,
2001,SVN,All,Total,14.4,,,,
2002,SVN,All,Total,14.6,,,,
2003,SVN,All,Total,14.9,,,,
2004,SVN,All,Total,15.1,,,,
2005,SVN,All,Total,15.2,,,,
2006,SVN,All,Total,15.4,,,,
2007,SVN,All,Total,15.6,,,,
2008,SVN,All,Total,15.7,,,,
2009,SVN,All,Total,15.9,,,,
2010,SVN,All,Total,16,,,,
2011,SVN,All,Total,16.1,,,,
2012,SVN,All,Total,16.3,,,,
2013,SVN,All,Total,16.4,,,,
2014,SVN,All,Total,16.6,,,,
2015,SVN,All,Total,16.8,,,,
2016,SVN,All,Total,17.1,,,,
2017,SVN,All,Total,17.4,,,,
2018,SVN,All,Total,17.7,,,,
2019,SVN,All,Total,18.1,,,,
2020,SVN,All,Total,18.5,,,,
2021,SVN,All,Total,19,,,,
2022,SVN,All,Total,19.4,,,,
2000,SWE,Sex,Female,12.2,,,,
2001,SWE,Sex,Female,12.5,,,,
2002,SWE,Sex,Female,12.7,,,,
2003,SWE,Sex,Female,12.9,,,,
2004,SWE,Sex,Female,13.1,,,,
2005,SWE,Sex,Female,13.3,,,,
2006,SWE,Sex,Female,13.5,,,,
2007,SWE,Sex,Female,13.6,,,,
2008,SWE,Sex,Female,13.7,,,,
2009,SWE,Sex,Female,13.7,,,,
2010,SWE,Sex,Female,13.8,,,,
2011,SWE,Sex,Female,13.8,,,,
2012,SWE,Sex,Female,13.8,,,,
2013,SWE,Sex,Female,13.8,,,,
2014,SWE,Sex,Female,13.8,,,,
2015,SWE,Sex,Female,13.8,,,,
2016,SWE,Sex,Female,13.8,,,,
2017,SWE,Sex,Female,13.7,,,,
2018,SWE,Sex,Female,13.7,,,,
2019,SWE,Sex,Female,13.7,,,,
2020,SWE,Sex,Female,13.7,,,,
2021,SWE,Sex,Female,13.7,,,,
2022,SWE,Sex,Female,13.7,,,,
2000,SWE,Sex,Male,12,,,,
2001,SWE,Sex,Male,12.5,,,,
2002,SWE,Sex,Male,12.9,,,,
2003,SWE,Sex,Male,13.3,,,,
2004,SWE,Sex,Male,13.7,,,,
2005,SWE,Sex,Male,14.1,,,,
2006,SWE,Sex,Male,14.4,,,,
2007,SWE,Sex,Male,14.7,,,,
2008,SWE,Sex,Male,14.9,,,,
2009,SWE,Sex,Male,15.1,,,,
2010,SWE,Sex,Male,15.2,,,,
2011,SWE,Sex,Male,15.3,,,,
2012,SWE,Sex,Male,15.4,,,,
2013,SWE,Sex,Male,15.5,,,,
2014,SWE,Sex,Male,15.5,,,,
2015,SWE,Sex,Male,15.6,,,,
2016,SWE,Sex,Male,15.8,,,,
2017,SWE,Sex,Male,15.9,,,,
2018,SWE,Sex,Male,16.1,,,,
2019,SWE,Sex,Male,16.2,,,,
2020,SWE,Sex,Male,16.4,,,,
2021,SWE,Sex,Male,16.6,,,,
2022,SWE,Sex,Male,16.7,,,,
2000,SWE,All,Total,12.1,,,,
2001,SWE,All,Total,12.5,,,,
2002,SWE,All,Total,12.8,,,,
2003,SWE,All,Total,13.2,,,,
2004,SWE,All,Total,13.5,,,,
2005,SWE,All,Total,13.7,,,,
2006,SWE,All,Total,14,,,,
2007,SWE,All,Total,14.2,,,,
2008,SWE,All,Total,14.3,,,,
2009,SWE,All,Total,14.5,,,,
2010,SWE,All,Total,14.5,,,,
2011,SWE,All,Total,14.6,,,,
2012,SWE,All,Total,14.6,,,,
2013,SWE,All,Total,14.7,,,,
2014,SWE,All,Total,14.7,,,,
2015,SWE,All,Total,14.7,,,,
2016,SWE,All,Total,14.8,,,,
2017,SWE,All,Total,14.9,,,,
2018,SWE,All,Total,14.9,,,,
2019,SWE,All,Total,15,,,,
2020,SWE,All,Total,15.1,,,,
2021,SWE,All,Total,15.2,,,,
2022,SWE,All,Total,15.3,,,,
2000,SWZ,Sex,Female,24,,,,
2001,SWZ,Sex,Female,25,,,,
2002,SWZ,Sex,Female,26,,,,
2003,SWZ,Sex,Female,27,,,,
2004,SWZ,Sex,Female,27.9,,,,
2005,SWZ,Sex,Female,28.9,,,,
2006,SWZ,Sex,Female,29.9,,,,
2007,SWZ,Sex,Female,30.8,,,,
2008,SWZ,Sex,Female,31.8,,,,
2009,SWZ,Sex,Female,32.7,,,,
2010,SWZ,Sex,Female,33.6,,,,
2011,SWZ,Sex,Female,34.5,,,,
2012,SWZ,Sex,Female,35.3,,,,
2013,SWZ,Sex,Female,36.2,,,,
2014,SWZ,Sex,Female,37,,,,
2015,SWZ,Sex,Female,37.9,,,,
2016,SWZ,Sex,Female,38.8,,,,
2017,SWZ,Sex,Female,39.6,,,,
2018,SWZ,Sex,Female,40.5,,,,
2019,SWZ,Sex,Female,41.3,,,,
2020,SWZ,Sex,Female,42.2,,,,
2021,SWZ,Sex,Female,43,,,,
2022,SWZ,Sex,Female,43.9,,,,
2000,SWZ,Sex,Male,5,,,,
2001,SWZ,Sex,Male,5.3,,,,
2002,SWZ,Sex,Male,5.6,,,,
2003,SWZ,Sex,Male,5.9,,,,
2004,SWZ,Sex,Male,6.2,,,,
2005,SWZ,Sex,Male,6.6,,,,
2006,SWZ,Sex,Male,6.9,,,,
2007,SWZ,Sex,Male,7.3,,,,
2008,SWZ,Sex,Male,7.6,,,,
2009,SWZ,Sex,Male,8,,,,
2010,SWZ,Sex,Male,8.4,,,,
2011,SWZ,Sex,Male,8.8,,,,
2012,SWZ,Sex,Male,9.2,,,,
2013,SWZ,Sex,Male,9.6,,,,
2014,SWZ,Sex,Male,10,,,,
2015,SWZ,Sex,Male,10.5,,,,
2016,SWZ,Sex,Male,11,,,,
2017,SWZ,Sex,Male,11.6,,,,
2018,SWZ,Sex,Male,12.2,,,,
2019,SWZ,Sex,Male,12.8,,,,
2020,SWZ,Sex,Male,13.5,,,,
2021,SWZ,Sex,Male,14.2,,,,
2022,SWZ,Sex,Male,15,,,,
2000,SWZ,All,Total,15.5,,,,
2001,SWZ,All,Total,16.1,,,,
2002,SWZ,All,Total,16.8,,,,
2003,SWZ,All,Total,17.5,,,,
2004,SWZ,All,Total,18.2,,,,
2005,SWZ,All,Total,18.8,,,,
2006,SWZ,All,Total,19.5,,,,
2007,SWZ,All,Total,20.1,,,,
2008,SWZ,All,Total,20.8,,,,
2009,SWZ,All,Total,21.4,,,,
2010,SWZ,All,Total,22,,,,
2011,SWZ,All,Total,22.6,,,,
2012,SWZ,All,Total,23.2,,,,
2013,SWZ,All,Total,23.8,,,,
2014,SWZ,All,Total,24.4,,,,
2015,SWZ,All,Total,25,,,,
2016,SWZ,All,Total,25.7,,,,
2017,SWZ,All,Total,26.4,,,,
2018,SWZ,All,Total,27,,,,
2019,SWZ,All,Total,27.7,,,,
2020,SWZ,All,Total,28.5,,,,
2021,SWZ,All,Total,29.3,,,,
2022,SWZ,All,Total,30.1,,,,
2000,SYC,Sex,Female,28,,,,
2001,SYC,Sex,Female,28.6,,,,
2002,SYC,Sex,Female,29.3,,,,
2003,SYC,Sex,Female,29.9,,,,
2004,SYC,Sex,Female,30.6,,,,
2005,SYC,Sex,Female,31.2,,,,
2006,SYC,Sex,Female,31.8,,,,
2007,SYC,Sex,Female,32.3,,,,
2008,SYC,Sex,Female,32.8,,,,
2009,SYC,Sex,Female,33.3,,,,
2010,SYC,Sex,Female,33.8,,,,
2011,SYC,Sex,Female,34.3,,,,
2012,SYC,Sex,Female,34.7,,,,
2013,SYC,Sex,Female,35.1,,,,
2014,SYC,Sex,Female,35.6,,,,
2015,SYC,Sex,Female,36.1,,,,
2016,SYC,Sex,Female,36.5,,,,
2017,SYC,Sex,Female,37,,,,
2018,SYC,Sex,Female,37.5,,,,
2019,SYC,Sex,Female,38,,,,
2020,SYC,Sex,Female,38.6,,,,
2021,SYC,Sex,Female,39.1,,,,
2022,SYC,Sex,Female,39.6,,,,
2000,SYC,Sex,Male,9.7,,,,
2001,SYC,Sex,Male,10.3,,,,
2002,SYC,Sex,Male,10.9,,,,
2003,SYC,Sex,Male,11.5,,,,
2004,SYC,Sex,Male,12.1,,,,
2005,SYC,Sex,Male,12.7,,,,
2006,SYC,Sex,Male,13.3,,,,
2007,SYC,Sex,Male,13.8,,,,
2008,SYC,Sex,Male,14.3,,,,
2009,SYC,Sex,Male,14.8,,,,
2010,SYC,Sex,Male,15.2,,,,
2011,SYC,Sex,Male,15.6,,,,
2012,SYC,Sex,Male,16,,,,
2013,SYC,Sex,Male,16.3,,,,
2014,SYC,Sex,Male,16.7,,,,
2015,SYC,Sex,Male,17,,,,
2016,SYC,Sex,Male,17.4,,,,
2017,SYC,Sex,Male,17.8,,,,
2018,SYC,Sex,Male,18.2,,,,
2019,SYC,Sex,Male,18.7,,,,
2020,SYC,Sex,Male,19.2,,,,
2021,SYC,Sex,Male,19.7,,,,
2022,SYC,Sex,Male,20.2,,,,
2000,SYC,All,Total,19.1,,,,
2001,SYC,All,Total,19.7,,,,
2002,SYC,All,Total,20.3,,,,
2003,SYC,All,Total,20.9,,,,
2004,SYC,All,Total,21.5,,,,
2005,SYC,All,Total,22.1,,,,
2006,SYC,All,Total,22.6,,,,
2007,SYC,All,Total,23.1,,,,
2008,SYC,All,Total,23.6,,,,
2009,SYC,All,Total,24,,,,
2010,SYC,All,Total,24.4,,,,
2011,SYC,All,Total,24.8,,,,
2012,SYC,All,Total,25.1,,,,
2013,SYC,All,Total,25.5,,,,
2014,SYC,All,Total,25.8,,,,
2015,SYC,All,Total,26.2,,,,
2016,SYC,All,Total,26.6,,,,
2017,SYC,All,Total,27,,,,
2018,SYC,All,Total,27.4,,,,
2019,SYC,All,Total,27.9,,,,
2020,SYC,All,Total,28.3,,,,
2021,SYC,All,Total,28.8,,,,
2022,SYC,All,Total,29.4,,,,
2000,SYR,Sex,Female,30.2,,,,
2001,SYR,Sex,Female,30.8,,,,
2002,SYR,Sex,Female,31.4,,,,
2003,SYR,Sex,Female,32,,,,
2004,SYR,Sex,Female,32.6,,,,
2005,SYR,Sex,Female,33.1,,,,
2006,SYR,Sex,Female,33.6,,,,
2007,SYR,Sex,Female,34.1,,,,
2008,SYR,Sex,Female,34.6,,,,
2009,SYR,Sex,Female,35,,,,
2010,SYR,Sex,Female,35.5,,,,
2011,SYR,Sex,Female,36,,,,
2012,SYR,Sex,Female,36.5,,,,
2013,SYR,Sex,Female,37,,,,
2014,SYR,Sex,Female,37.5,,,,
2015,SYR,Sex,Female,37.9,,,,
2016,SYR,Sex,Female,38.4,,,,
2017,SYR,Sex,Female,38.9,,,,
2018,SYR,Sex,Female,39.4,,,,
2019,SYR,Sex,Female,39.8,,,,
2020,SYR,Sex,Female,40.3,,,,
2021,SYR,Sex,Female,40.7,,,,
2022,SYR,Sex,Female,41.2,,,,
2000,SYR,Sex,Male,15.2,,,,
2001,SYR,Sex,Male,15.8,,,,
2002,SYR,Sex,Male,16.4,,,,
2003,SYR,Sex,Male,17,,,,
2004,SYR,Sex,Male,17.5,,,,
2005,SYR,Sex,Male,18.1,,,,
2006,SYR,Sex,Male,18.6,,,,
2007,SYR,Sex,Male,19.2,,,,
2008,SYR,Sex,Male,19.7,,,,
2009,SYR,Sex,Male,20.2,,,,
2010,SYR,Sex,Male,20.7,,,,
2011,SYR,Sex,Male,21.2,,,,
2012,SYR,Sex,Male,21.6,,,,
2013,SYR,Sex,Male,22.1,,,,
2014,SYR,Sex,Male,22.5,,,,
2015,SYR,Sex,Male,23,,,,
2016,SYR,Sex,Male,23.5,,,,
2017,SYR,Sex,Male,23.9,,,,
2018,SYR,Sex,Male,24.3,,,,
2019,SYR,Sex,Male,24.7,,,,
2020,SYR,Sex,Male,25.1,,,,
2021,SYR,Sex,Male,25.5,,,,
2022,SYR,Sex,Male,26,,,,
2000,SYR,All,Total,22.7,,,,
2001,SYR,All,Total,23.3,,,,
2002,SYR,All,Total,23.9,,,,
2003,SYR,All,Total,24.5,,,,
2004,SYR,All,Total,25.1,,,,
2005,SYR,All,Total,25.7,,,,
2006,SYR,All,Total,26.2,,,,
2007,SYR,All,Total,26.7,,,,
2008,SYR,All,Total,27.2,,,,
2009,SYR,All,Total,27.7,,,,
2010,SYR,All,Total,28.2,,,,
2011,SYR,All,Total,28.7,,,,
2012,SYR,All,Total,29.2,,,,
2013,SYR,All,Total,29.7,,,,
2014,SYR,All,Total,30.3,,,,
2015,SYR,All,Total,30.8,,,,
2016,SYR,All,Total,31.3,,,,
2017,SYR,All,Total,31.8,,,,
2018,SYR,All,Total,32.3,,,,
2019,SYR,All,Total,32.7,,,,
2020,SYR,All,Total,33.1,,,,
2021,SYR,All,Total,33.5,,,,
2022,SYR,All,Total,33.9,,,,
2000,TCD,Sex,Female,1.9,,,,
2001,TCD,Sex,Female,2.1,,,,
2002,TCD,Sex,Female,2.3,,,,
2003,TCD,Sex,Female,2.4,,,,
2004,TCD,Sex,Female,2.6,,,,
2005,TCD,Sex,Female,2.8,,,,
2006,TCD,Sex,Female,3,,,,
2007,TCD,Sex,Female,3.2,,,,
2008,TCD,Sex,Female,3.3,,,,
2009,TCD,Sex,Female,3.5,,,,
2010,TCD,Sex,Female,3.6,,,,
2011,TCD,Sex,Female,3.8,,,,
2012,TCD,Sex,Female,3.9,,,,
2013,TCD,Sex,Female,4.1,,,,
2014,TCD,Sex,Female,4.2,,,,
2015,TCD,Sex,Female,4.4,,,,
2016,TCD,Sex,Female,4.6,,,,
2017,TCD,Sex,Female,4.8,,,,
2018,TCD,Sex,Female,5,,,,
2019,TCD,Sex,Female,5.3,,,,
2020,TCD,Sex,Female,5.5,,,,
2021,TCD,Sex,Female,5.8,,,,
2022,TCD,Sex,Female,6,,,,
2000,TCD,Sex,Male,2.5,,,,
2001,TCD,Sex,Male,2.7,,,,
2002,TCD,Sex,Male,3,,,,
2003,TCD,Sex,Male,3.2,,,,
2004,TCD,Sex,Male,3.4,,,,
2005,TCD,Sex,Male,3.7,,,,
2006,TCD,Sex,Male,3.9,,,,
2007,TCD,Sex,Male,4.2,,,,
2008,TCD,Sex,Male,4.4,,,,
2009,TCD,Sex,Male,4.6,,,,
2010,TCD,Sex,Male,4.8,,,,
2011,TCD,Sex,Male,5,,,,
2012,TCD,Sex,Male,5.1,,,,
2013,TCD,Sex,Male,5.3,,,,
2014,TCD,Sex,Male,5.4,,,,
2015,TCD,Sex,Male,5.6,,,,
2016,TCD,Sex,Male,5.8,,,,
2017,TCD,Sex,Male,6,,,,
2018,TCD,Sex,Male,6.2,,,,
2019,TCD,Sex,Male,6.5,,,,
2020,TCD,Sex,Male,6.8,,,,
2021,TCD,Sex,Male,7.1,,,,
2022,TCD,Sex,Male,7.4,,,,
2000,TCD,All,Total,2.2,,,,
2001,TCD,All,Total,2.4,,,,
2002,TCD,All,Total,2.6,,,,
2003,TCD,All,Total,2.8,,,,
2004,TCD,All,Total,3,,,,
2005,TCD,All,Total,3.2,,,,
2006,TCD,All,Total,3.4,,,,
2007,TCD,All,Total,3.6,,,,
2008,TCD,All,Total,3.8,,,,
2009,TCD,All,Total,4,,,,
2010,TCD,All,Total,4.2,,,,
2011,TCD,All,Total,4.3,,,,
2012,TCD,All,Total,4.5,,,,
2013,TCD,All,Total,4.6,,,,
2014,TCD,All,Total,4.8,,,,
2015,TCD,All,Total,5,,,,
2016,TCD,All,Total,5.2,,,,
2017,TCD,All,Total,5.4,,,,
2018,TCD,All,Total,5.6,,,,
2019,TCD,All,Total,5.8,,,,
2020,TCD,All,Total,6.1,,,,
2021,TCD,All,Total,6.4,,,,
2022,TCD,All,Total,6.7,,,,
2000,TGO,Sex,Female,4.9,,,,
2001,TGO,Sex,Female,5.3,,,,
2002,TGO,Sex,Female,5.7,,,,
2003,TGO,Sex,Female,6.2,,,,
2004,TGO,Sex,Female,6.7,,,,
2005,TGO,Sex,Female,7.2,,,,
2006,TGO,Sex,Female,7.6,,,,
2007,TGO,Sex,Female,8.1,,,,
2008,TGO,Sex,Female,8.6,,,,
2009,TGO,Sex,Female,9.1,,,,
2010,TGO,Sex,Female,9.6,,,,
2011,TGO,Sex,Female,10.1,,,,
2012,TGO,Sex,Female,10.5,,,,
2013,TGO,Sex,Female,11.1,,,,
2014,TGO,Sex,Female,11.6,,,,
2015,TGO,Sex,Female,12.2,,,,
2016,TGO,Sex,Female,12.8,,,,
2017,TGO,Sex,Female,13.5,,,,
2018,TGO,Sex,Female,14.2,,,,
2019,TGO,Sex,Female,14.9,,,,
2020,TGO,Sex,Female,15.7,,,,
2021,TGO,Sex,Female,16.5,,,,
2022,TGO,Sex,Female,17.4,,,,
2000,TGO,Sex,Male,1.7,,,,
2001,TGO,Sex,Male,1.9,,,,
2002,TGO,Sex,Male,2,,,,
2003,TGO,Sex,Male,2.2,,,,
2004,TGO,Sex,Male,2.3,,,,
2005,TGO,Sex,Male,2.5,,,,
2006,TGO,Sex,Male,2.7,,,,
2007,TGO,Sex,Male,2.9,,,,
2008,TGO,Sex,Male,3,,,,
2009,TGO,Sex,Male,3.2,,,,
2010,TGO,Sex,Male,3.3,,,,
2011,TGO,Sex,Male,3.5,,,,
2012,TGO,Sex,Male,3.6,,,,
2013,TGO,Sex,Male,3.7,,,,
2014,TGO,Sex,Male,3.9,,,,
2015,TGO,Sex,Male,4.1,,,,
2016,TGO,Sex,Male,4.2,,,,
2017,TGO,Sex,Male,4.4,,,,
2018,TGO,Sex,Male,4.6,,,,
2019,TGO,Sex,Male,4.8,,,,
2020,TGO,Sex,Male,5.1,,,,
2021,TGO,Sex,Male,5.4,,,,
2022,TGO,Sex,Male,5.6,,,,
2000,TGO,All,Total,3.3,,,,
2001,TGO,All,Total,3.6,,,,
2002,TGO,All,Total,3.9,,,,
2003,TGO,All,Total,4.2,,,,
2004,TGO,All,Total,4.6,,,,
2005,TGO,All,Total,4.9,,,,
2006,TGO,All,Total,5.2,,,,
2007,TGO,All,Total,5.6,,,,
2008,TGO,All,Total,5.9,,,,
2009,TGO,All,Total,6.2,,,,
2010,TGO,All,Total,6.5,,,,
2011,TGO,All,Total,6.8,,,,
2012,TGO,All,Total,7.1,,,,
2013,TGO,All,Total,7.5,,,,
2014,TGO,All,Total,7.8,,,,
2015,TGO,All,Total,8.2,,,,
2016,TGO,All,Total,8.6,,,,
2017,TGO,All,Total,9,,,,
2018,TGO,All,Total,9.5,,,,
2019,TGO,All,Total,9.9,,,,
2020,TGO,All,Total,10.5,,,,
2021,TGO,All,Total,11,,,,
2022,TGO,All,Total,11.6,,,,
2000,THA,Sex,Female,8.2,,,,
2001,THA,Sex,Female,8.5,,,,
2002,THA,Sex,Female,8.8,,,,
2003,THA,Sex,Female,9.1,,,,
2004,THA,Sex,Female,9.5,,,,
2005,THA,Sex,Female,9.8,,,,
2006,THA,Sex,Female,10.2,,,,
2007,THA,Sex,Female,10.6,,,,
2008,THA,Sex,Female,11,,,,
2009,THA,Sex,Female,11.4,,,,
2010,THA,Sex,Female,11.9,,,,
2011,THA,Sex,Female,12.3,,,,
2012,THA,Sex,Female,12.8,,,,
2013,THA,Sex,Female,13.3,,,,
2014,THA,Sex,Female,13.8,,,,
2015,THA,Sex,Female,14.3,,,,
2016,THA,Sex,Female,14.8,,,,
2017,THA,Sex,Female,15.4,,,,
2018,THA,Sex,Female,15.9,,,,
2019,THA,Sex,Female,16.5,,,,
2020,THA,Sex,Female,17.1,,,,
2021,THA,Sex,Female,17.7,,,,
2022,THA,Sex,Female,18.4,,,,
2000,THA,Sex,Male,3.1,,,,
2001,THA,Sex,Male,3.3,,,,
2002,THA,Sex,Male,3.6,,,,
